continent,country,name,spring_type,address,street_address,state,state_district,city,postcode,county,road,village,aminity,gmaps,lat,long
North America,United States,"Spring of Almighty Warriors,4615 Wagener Rd, Wagener, SC 29164",Public Drinking Spring,"101, Flowing Well Road, Aiken County, South Carolina, 29164, United States",Flowing Well Road,Ohio,,,29164,Aiken County,Flowing Well Road,,,"https://maps.google.com/?q=33.580052,-81.512285",33.580052,-81.512285
North America,United States,"Swain Park Artesian Well, Brooklyn,  MI 49230",Public Drinking Spring,"Wesco, 10409, Brooklyn Road, Brooklyn, Columbia Township, Jackson County, Michigan, 49230, United States",Brooklyn Road,Ohio,,,49230,Jackson County,Brooklyn Road,Brooklyn,,"https://maps.google.com/?q=42.112893,-84.246747",42.112893,-84.246747
North America,United States,"Swiss Valley, Peosta, IA",Public Drinking Spring,"Swiss Valley Nature Center, Swiss Valley Road, Dubuque County, Iowa, 52068, United States",Swiss Valley Road,Ohio,,,52068,Dubuque County,Swiss Valley Road,,,"https://maps.google.com/?q=42.4222276,-90.7584623",42.4222276,-90.7584623
North America,United States,"Vallecito Lake Spring, Durango, CO, 81301",Public Drinking Spring,"15203, CR 501, La Plata County, Colorado, 81122, United States",CR 501,Ohio,,,81122,La Plata County,CR 501,,,"https://maps.google.com/?q=37.406791,-107.55273",37.406791,-107.55273
North America,United States,"Wakulla Springs,Wakulla Springs, FL 32327",Public Drinking Spring,"Edward Ball Wakulla Springs State Park Lodge, 550, Wakulla Park Drive, Crawfordville, Wakulla County, Florida, 32327, United States",Wakulla Park Drive,Ohio,,,32327,Wakulla County,Wakulla Park Drive,,,"https://maps.google.com/?q=30.234151,-84.301886",30.234151,-84.301886
North America,United States,Alan Tomczak Park - ArtesEan Well,Public Drinking Spring,"C.G. Bretting Warehouse, Lake Shore Drive East, Ashland, Ashland County, Wisconsin, 54086, United States",Lake Shore Drive East,Oklahoma,,,54086,Ashland County,Lake Shore Drive East,,,"https://maps.google.com/?q=46.608867,-90.848467",46.608867,-90.848467
North America,United States,"Alkaline Springs,Vandalia, OH, 45377",Public Drinking Spring,"459, Canning Factory Road Southwest, Shelors Mill, Floyd County, Virginia, 24091, United States",Canning Factory Road Southwest,Oklahoma,,,24091,Floyd County,Canning Factory Road Southwest,,,"https://maps.google.com/?q=36.870014,-80.363653",36.870014,-80.363653
North America,United States,"Floyd VA Canning Factory Rd Spring, Floyd, VA",Public Drinking Spring,"459, Canning Factory Road Southwest, Shelors Mill, Floyd County, Virginia, 24091, United States",Canning Factory Road Southwest,Oklahoma,,,24091,Floyd County,Canning Factory Road Southwest,,,"https://maps.google.com/?q=36.870014,-80.363653",36.870014,-80.363653
North America,United States,"Glen Summit Spring Water, Mountain Top, PA 18707",Private Drinking Spring,"58, Valley View Drive, Gracedale, Fairview, Luzerne County, Pennsylvania, 18707, United States",Valley View Drive,Oklahoma,,,18707,Luzerne County,Valley View Drive,Fairview,,"https://maps.google.com/?q=41.165216,-75.875702",41.165216,-75.875702
North America,United States,"Green River Gorge Spring,Enumclaw, WA 98022",Public Drinking Spring,"29534, Southeast Green River Gorge Road, Franklin, Enumclaw, King County, Washington, 98022, United States",Southeast Green River Gorge Road,Oklahoma,,,98022,King County,Southeast Green River Gorge Road,,,"https://maps.google.com/?q=47.303068,-121.948431",47.303068,-121.948431
North America,United States,"Kepwel Natural Spring Water,Wayside, NJ 07712 (Paid Bottled Spring Water)",Private Drinking Spring,"88, Cold Indian Springs Road, Cold Indian Springs, Ocean Township, Monmouth County, New Jersey, 07712, United States",Cold Indian Springs Road,Oklahoma,,,7712,Monmouth County,Cold Indian Springs Road,,,"https://maps.google.com/?q=40.242487,-74.064315",40.242487,-74.064315
North America,United States,"Military Ridge Spring,Riley WI",Public Drinking Spring,"Riley Spring, Military Ridge State Trail, Riley, Town of Springdale, Dane County, Wisconsin, United States",Military Ridge State Trail,Oklahoma,,,,Dane County,Military Ridge State Trail,,,"https://maps.google.com/?q=43.023345,-89.620698",43.023345,-89.620698
