continent,country,name,spring_type,address,street_address,state,state_district,city,postcode,county,road,village,aminity,gmaps,lat,long
North America,Canada,Windermere Spring,Public Drinking Spring,"404, Windermere Road, Windermere, Municipality of the County of Kings, Kings County, Nova Scotia, B0P 1E0, Canada",Windermere Road,California,,,B0P 1E0,Municipality of the County of Kings,Windermere Road,Windermere,,"https://maps.google.com/?q=45.01499103,-64.74388003",45.01499103,-64.74388003
North America,Canada,Spring at Cottonwood River,Public Drinking Spring,"Cameron Street, Prince George, Regional District of Fraser-Fort George, British Columbia, V2M 2K3, Canada",Cameron Street,Colorado,,Prince George,V2M 2K3,Regional District of Fraser-Fort George,Cameron Street,,,"https://maps.google.com/?q=53.9273,-122.7671",53.9273,-122.7671
North America,Canada,Springwater Provincial Park,Public Drinking Spring,"Parc provincial de Springwater, PTH 10, Rural Municipality of Mountain, Division No. 20, Manitoba, Canada",PTH 10,Colorado,,Rural Municipality of Mountain,,Division No. 20,PTH 10,,,"https://maps.google.com/?q=51.858719,-100.588784",51.858719,-100.588784
North America,Canada,Burke Street Spring,Public Drinking Spring,"Decaire Road, Mattawan, Nipissing District, Northeastern Ontario, Ontario, P0H 1V0, Canada",Decaire Road,Connecticut,Northeastern Ontario,Mattawan,P0H 1V0,Nipissing District,Decaire Road,,,"https://maps.google.com/?q=46.350927,-78.755148",46.350927,-78.755148
North America,Canada,St Mary’s Well,Public Drinking Spring,"Range Road 62, Hamlet of Gainford, Parkland County, Alberta, Canada",Range Road 62,Cymru / Wales,,,,Parkland County,Range Road 62,,,"https://maps.google.com/?q=53.5867623,-114.788615",53.5867623,-114.788615
North America,Canada,Ainsworth Hot Springs,Paid Hot Spring,"Area E (Saint Mary/Skookumchuck), Regional District of East Kootenay, British Columbia, Canada",,England,,Area E (Saint Mary/Skookumchuck),,Regional District of East Kootenay,,,,"https://maps.google.com/?q=50.0600276,-115.516117",50.0600276,-115.516117
North America,Canada,Banff Hot Springs,Paid Hot Spring,"Upper Hot Springs, Mountain Avenue, Improvement District No. 9, Alberta, T1L 1J4, Canada",Mountain Avenue,England,,,T1L 1J4,Improvement District No. 9,Mountain Avenue,,,"https://maps.google.com/?q=51.1511404,-115.5610283",51.1511404,-115.5610283
North America,Canada,Canyon Hot Springs,Paid Hot Spring,"Area B (Shelter Bay/Mica Creek), Columbia-Shuswap Regional District, British Columbia, V0E 2S0, Canada",,England,,Area B (Shelter Bay/Mica Creek),V0E 2S0,Columbia-Shuswap Regional District,,,,"https://maps.google.com/?q=51.0653929,-118.027467",51.0653929,-118.027467
North America,Canada,Clive,Public Drinking Spring,"Township Road 384, Red Deer County, Alberta, Canada",Township Road 384,England,,,,Red Deer County,Township Road 384,,,"https://maps.google.com/?q=52.29,-113.23",52.29,-113.23
North America,Canada,Fairmont Hot Springs,Paid Hot Spring,"Fairmont Hot Springs Resort, 5225, Fairmont Resort Road, Fairmont Hot Springs, Area F (Columbia Lake/Windermere Lake), Regional District of East Kootenay, British Columbia, V0B 1L1, Canada",Fairmont Resort Road,England,,Area F (Columbia Lake/Windermere Lake),V0B 1L1,Regional District of East Kootenay,Fairmont Resort Road,Fairmont Hot Springs,,"https://maps.google.com/?q=50.3281886,-115.8426846",50.3281886,-115.8426846
North America,Canada,Halcyon Hot Spring,Paid Hot Spring,"Nakusp-Mica Creek Highway, Area B (Shelter Bay/Mica Creek), Columbia-Shuswap Regional District, British Columbia, Canada",Nakusp-Mica Creek Highway,England,,Area B (Shelter Bay/Mica Creek),,Columbia-Shuswap Regional District,Nakusp-Mica Creek Highway,,,"https://maps.google.com/?q=51.165414,-118.203564",51.165414,-118.203564
North America,Canada,Halfway Hot Springs,Free Hot Spring,"Halfway River Hot Springs Trail, Area K (The Arrow Lakes), Regional District of Central Kootenay, British Columbia, Canada",Halfway River Hot Springs Trail,England,,Area K (The Arrow Lakes),,Regional District of Central Kootenay,Halfway River Hot Springs Trail,,,"https://maps.google.com/?q=50.5035856,-117.7859259",50.5035856,-117.7859259
North America,Canada,Harrison Hot Springs,Paid Hot Spring,"Campbell Lake Trail, Kent, Fraser Valley Regional District, British Columbia, V0M 1K0, Canada",Campbell Lake Trail,England,,Kent,V0M 1K0,Fraser Valley Regional District,Campbell Lake Trail,,,"https://maps.google.com/?q=49.2966166,-121.8047986",49.2966166,-121.8047986
North America,Canada,Hidden Spring,Public Drinking Spring,"Arbutus Ridge Trail, Langford, Capital Regional District, British Columbia, V9B 4R3, Canada",Arbutus Ridge Trail,England,,Langford,V9B 4R3,Capital Regional District,Arbutus Ridge Trail,,,"https://maps.google.com/?q=48.472269,-123.5555463",48.472269,-123.5555463
North America,Canada,Liard Hot Springs,Paid Hot Spring,"Liard River Hot Springs Campground, Alaska Highway, Fort Halkett, Northern Rockies Regional Municipality, British Columbia, Canada",Alaska Highway,England,,,,Northern Rockies Regional Municipality,Alaska Highway,,,"https://maps.google.com/?q=59.4256448,-126.1029838",59.4256448,-126.1029838
North America,Canada,Lussier Hot Springs,Free Hot Spring,"Whiteswan Lake Forest Service Road, Area E (Saint Mary/Skookumchuck), Regional District of East Kootenay, British Columbia, Canada",Whiteswan Lake Forest Service Road,England,,Area E (Saint Mary/Skookumchuck),,Regional District of East Kootenay,Whiteswan Lake Forest Service Road,,,"https://maps.google.com/?q=50.1351515,-115.5789741",50.1351515,-115.5789741
North America,Canada,Miette Hot Springs,Paid Hot Spring,"48124, Miette Road, Improvement District No. 12, Alberta, Canada",Miette Road,England,,,,Improvement District No. 12,Miette Road,,,"https://maps.google.com/?q=53.1303055,-117.7719545",53.1303055,-117.7719545
North America,Canada,Radium Hot Springs,Paid Hot Spring,"Area G (Forster Creek/Mount Assiniboine), Regional District of East Kootenay, British Columbia, Canada",,England,,Area G (Forster Creek/Mount Assiniboine),,Regional District of East Kootenay,,,,"https://maps.google.com/?q=50.6234855,-116.1541969",50.6234855,-116.1541969
North America,Canada,Ram Creek Hot Springs,Free Hot Spring,"Area E (Saint Mary/Skookumchuck), Regional District of East Kootenay, British Columbia, Canada",,England,,Area E (Saint Mary/Skookumchuck),,Regional District of East Kootenay,,,,"https://maps.google.com/?q=50.033084,-115.6173054",50.033084,-115.6173054
North America,Canada,Takhini Hot Springs,Paid Hot Spring,"Takhini Hotspring, Takhini Hot Springs Road, Yukon, Y1A 7A2, Canada",Takhini Hot Springs Road,England,,,Y1A 7A2,,Takhini Hot Springs Road,,,"https://maps.google.com/?q=60.878969,-135.358272",60.878969,-135.358272
North America,Canada,Temagami Spring,Public Drinking Spring,"Highway 11, Temagami North, Temagami, Nipissing District, Northeastern Ontario, Ontario, Canada",Highway 11,England,Northeastern Ontario,,,Nipissing District,Highway 11,Temagami North,,"https://maps.google.com/?q=47.08044,-79.78797",47.08044,-79.78797
North America,Canada,321,Public Drinking Spring,"Richibucto Road, Grapevine Estates, Maugerville Parish, Sunbury County, New Brunswick / Nouveau-Brunswick, Canada",Richibucto Road,Florida,,,,Maugerville Parish,Richibucto Road,,,"https://maps.google.com/?q=45.97853,-66.43177",45.97853,-66.43177
North America,Canada,Harrison Hot Springs,Free Hot Spring,"Kent, Fraser Valley Regional District, British Columbia, Canada",,Georgia,,Kent,,Fraser Valley Regional District,,,,"https://maps.google.com/?q=49.32992,-121.774658",49.32992,-121.774658
North America,Canada,New Harbour Barrens,Public Drinking Spring,"New Harbour Barrens Road, Spaniard's Bay, Newfoundland, Newfoundland and Labrador, A0A 3X0, Canada",New Harbour Barrens Road,Idaho,Newfoundland,,A0A 3X0,,New Harbour Barrens Road,,,"https://maps.google.com/?q=47.6146,-53.3348",47.6146,-53.3348
North America,Canada,Spring in New Tecumseh,Public Drinking Spring,"4802, 14th Line, New Tecumseth, Simcoe County, Central Ontario, Ontario, L0L 1L0, Canada",14th Line,Idaho,Central Ontario,,L0L 1L0,Simcoe County,14th Line,,,"https://maps.google.com/?q=44.169569,-79.726188",44.169569,-79.726188
North America,Canada,Spring Montee Du Gore,Public Drinking Spring,"618, Montée du Gore, Lochaber, Papineau, Outaouais, Québec, Canada",Montée du Gore,Idaho,,Lochaber,,Papineau,Montée du Gore,,,"https://maps.google.com/?q=45.646227,-75.158813",45.646227,-75.158813
North America,Canada,Holyrood,Public Drinking Spring,"Horizon Drive, Holyrood, Newfoundland, Newfoundland and Labrador, Canada",Horizon Drive,Illinois,Newfoundland,,,,Horizon Drive,,,"https://maps.google.com/?q=47.361456,-53.113712",47.361456,-53.113712
North America,Canada,"Richelieu, Quebec, Canada",Public Drinking Spring,"Chemin du Havre, Pointe-au-Pic, La Malbaie, Charlevoix-Est, Capitale-Nationale, Québec, G5A 2V5, Canada",Chemin du Havre,Indiana,,,G5A 2V5,Charlevoix-Est,Chemin du Havre,,,"https://maps.google.com/?q=47.623469,-70.134747",47.623469,-70.134747
North America,Canada,Messines Village Spring,Public Drinking Spring,"2, Chemin du Ruisseau, Messines, La Vallée-de-la-Gatineau, Outaouais, Québec, J0X 2J0, Canada",Chemin du Ruisseau,Lombardia,,,J0X 2J0,La Vallée-de-la-Gatineau,Chemin du Ruisseau,Messines,,"https://maps.google.com/?q=46.2421954,-76.0214729",46.2421954,-76.0214729
North America,Canada,"Aincer Wail Spring, Auston",Public Drinking Spring,"Sawmill Trail, Hamilton, Golden Horseshoe, Ontario, L9H 7P6, Canada",Sawmill Trail,Maine,Golden Horseshoe,Hamilton,L9H 7P6,,Sawmill Trail,,,"https://maps.google.com/?q=43.251279,-80.00044",43.251279,-80.00044
North America,Canada,Millbrook Artesian Well,Public Drinking Spring,"70, King Street West, Millbrook, Cavan-Monaghan, Peterborough County, Central Ontario, Ontario, L0A 1G0, Canada",King Street West,Maine,Central Ontario,Cavan-Monaghan,L0A 1G0,Peterborough County,King Street West,Millbrook,,"https://maps.google.com/?q=44.148468,-78.459356",44.148468,-78.459356
North America,Canada,Dinorwic Spring,Public Drinking Spring,"Highway 72, Unorganized Kenora District, Kenora District, Northwestern Ontario, Ontario, Canada",Highway 72,Marche,Northwestern Ontario,Unorganized Kenora District,,Kenora District,Highway 72,,,"https://maps.google.com/?q=49.755805,-92.470456",49.755805,-92.470456
North America,Canada,"Badger Spring, Newfoundland, ON, Canada",Public Drinking Spring,"Newfoundland, Newfoundland and Labrador, Canada",,Michigan,Newfoundland,,,,,,,"https://maps.google.com/?q=48.966667,-56.033333",48.966667,-56.033333
North America,Canada,"Gambo Spring, Gambo, NL, Canada",Public Drinking Spring,"Mint Brook Spring, Gambo Pond Road, Gambo, Newfoundland, Newfoundland and Labrador, Canada",Gambo Pond Road,Michigan,Newfoundland,,,,Gambo Pond Road,,,"https://maps.google.com/?q=48.7429805,-54.2404271",48.7429805,-54.2404271
North America,Canada,"Middle Brook Spring, Middle Brook, Gambo, NL, Canada",Public Drinking Spring,"Gambo, Newfoundland, Newfoundland and Labrador, A0G 1T0, Canada",,Michigan,Newfoundland,,A0G 1T0,,,,,"https://maps.google.com/?q=48.801119,-54.202292",48.801119,-54.202292
North America,Canada,"Petrofka Spring, Petrofka, SK, Canada",Public Drinking Spring,"Blaine Lake No. 434, Saskatchewan, Canada",,Michigan,,Blaine Lake No. 434,,,,,,"https://maps.google.com/?q=52.659614,-106.858024",52.659614,-106.858024
North America,Canada,"Stillwater Spring, Nova Scotia, Canada",Public Drinking Spring,"8936, Highway 7, Sherbrooke, St. Mary's District Municipality, Guysborough County, Nova Scotia, B0J 3C0, Canada",Highway 7,Michigan,,,B0J 3C0,Guysborough County,Highway 7,Sherbrooke,,"https://maps.google.com/?q=45.1736801,-61.97956",45.1736801,-61.97956
North America,Canada,"Gold Bar Natural Spring, Edmonton, AB, T6A 2E9",Public Drinking Spring,"50th St Loop, River Valley Gold Bar, Greater Hardisty, Avenue District, Edmonton, Alberta, Canada",50th St Loop,Minnesota,,Edmonton,,,50th St Loop,,,"https://maps.google.com/?q=53.559705,-113.415662",53.559705,-113.415662
North America,Canada,"St. Marys Spring, Kimberley, BC, Canada",Public Drinking Spring,"St. Mary Lake Road, Area E (Saint Mary/Skookumchuck), Regional District of East Kootenay, British Columbia, Canada",St. Mary Lake Road,Minnesota,,Area E (Saint Mary/Skookumchuck),,Regional District of East Kootenay,St. Mary Lake Road,,,"https://maps.google.com/?q=49.61498,-116.153077",49.61498,-116.153077
North America,Canada,"Chutes de la Marmite, Rivière-à-Pierre, QC",Public Drinking Spring,"Rue Principale, Rivière-à-Pierre, Portneuf, Capitale-Nationale, Québec, G0A 3A0, Canada",Rue Principale,Mississippi,,,G0A 3A0,Portneuf,Rue Principale,Rivière-à-Pierre,,"https://maps.google.com/?q=47.03359,-72.13334",47.03359,-72.13334
North America,Canada,"Source du rang de la Montagne, St-Anselme, Quebec, G0R 2N0",Public Drinking Spring,"616, Rang de la Montagne, Saint-Anselme, Bellechasse, Chaudière-Appalaches, Québec, G0R 2N0, Canada",Rang de la Montagne,Mississippi,,,G0R 2N0,Bellechasse,Rang de la Montagne,,,"https://maps.google.com/?q=46.656021,-70.979085",46.656021,-70.979085
North America,Canada,"Aubrey Falls Spring, Ontario, Canada",Public Drinking Spring,"Highway 129, Unorganized North Algoma, Algoma District, Northeastern Ontario, Ontario, Canada",Highway 129,Missouri,Northeastern Ontario,Unorganized North Algoma,,Algoma District,Highway 129,,,"https://maps.google.com/?q=46.897922,-83.271627",46.897922,-83.271627
North America,Canada,"Cascade Springs, Rossland, BC, V0G 1Y0",Public Drinking Spring,"Rossland Cascade Road, Area B (Lower Columbia/Old Glory), Regional District of Kootenay Boundary, British Columbia, V0G 1Y0, Canada",Rossland Cascade Road,Missouri,,Area B (Lower Columbia/Old Glory),V0G 1Y0,Regional District of Kootenay Boundary,Rossland Cascade Road,,,"https://maps.google.com/?q=49.060532,-117.854773",49.060532,-117.854773
North America,Canada,"Highway 500 spring, Labrador City, Labrador, NL A0R",Public Drinking Spring,"Trans-Labrador Highway, Labrador, Newfoundland and Labrador, Canada",Trans-Labrador Highway,Missouri,Labrador,,,,Trans-Labrador Highway,,,"https://maps.google.com/?q=53.067824,-66.197164",53.067824,-66.197164
North America,Canada,"Johnstone Road Mama Earth Spring, Nelson, BC, Canada",Public Drinking Spring,"Johnstone Road, North Shore, Area F (Kokanee Range), Regional District of Central Kootenay, British Columbia, V1L 6G3, Canada",Johnstone Road,Missouri,,Area F (Kokanee Range),V1L 6G3,Regional District of Central Kootenay,Johnstone Road,,,"https://maps.google.com/?q=49.506733,-117.296889",49.506733,-117.296889
North America,Canada,Cedar Springs Fountain-of-youth Burlington,Public Drinking Spring,"2067, Grand Boulevard, Kilbride, Burlington, Halton Region, Golden Horseshoe, Ontario, L7P 0J1, Canada",Grand Boulevard,Montana,Golden Horseshoe,Burlington,L7P 0J1,Halton Region,Grand Boulevard,Kilbride,,"https://maps.google.com/?q=43.413167,-79.925028",43.413167,-79.925028
North America,Canada,"Sugar Lake Spring, Walford, ON P0P 2E0",Private Drinking Spring,"175, Sugar Lake Road, Sables-Spanish Rivers Township, Sudbury District, Northeastern Ontario, Ontario, Canada",Sugar Lake Road,New Brunswick / Nouveau-Brunswick,Northeastern Ontario,Sables-Spanish Rivers Township,,Sudbury District,Sugar Lake Road,,,"https://maps.google.com/?q=46.22392,-82.232163",46.22392,-82.232163
North America,Canada,"Truro Spring, Nova Scotia",Public Drinking Spring,"3993, Highway 236, Lower Truro, Municipality of Colchester, Colchester County, Nova Scotia, B6L 1T9, Canada",Highway 236,New Brunswick / Nouveau-Brunswick,,,B6L 1T9,Municipality of Colchester,Highway 236,Lower Truro,,"https://maps.google.com/?q=45.36618,-63.33064",45.36618,-63.33064
North America,Canada,"McEwan Spring, Prince George, BC, Canada",Public Drinking Spring,"John Hart Highway, Area G (Crooked River/Parsnip), Regional District of Fraser-Fort George, British Columbia, V0J 3G0, Canada",John Hart Highway,New Hampshire,,Area G (Crooked River/Parsnip),V0J 3G0,Regional District of Fraser-Fort George,John Hart Highway,,,"https://maps.google.com/?q=54.472584,-122.664596",54.472584,-122.664596
North America,Canada,"Source d'eau Amherst Spring, Amherst, Québec, Canada",Public Drinking Spring,"Halte Municipale, Rue Amherst, Saint-Rémi-d'Amherst, Amherst, Les Laurentides, Laurentides, Québec, J0T 2L0, Canada",Rue Amherst,New Hampshire,,Amherst,J0T 2L0,Les Laurentides,Rue Amherst,Saint-Rémi-d'Amherst,,"https://maps.google.com/?q=46.010648,-74.761094",46.010648,-74.761094
North America,Canada,"St George Artesian Spring, St George, Ontario, Canada",Public Drinking Spring,"20, Church Avenue, St George, Brant County, Southwestern Ontario, Ontario, N0E 1N0, Canada",Church Avenue,New Hampshire,Southwestern Ontario,,N0E 1N0,Brant County,Church Avenue,St George,,"https://maps.google.com/?q=43.24551,-80.255094",43.24551,-80.255094
North America,Canada,"Rundle Mission Spring, Thorsby, AB, T0C 2P0, Canada",Public Drinking Spring,"Township Road 474A, Hamlet of Mission Beach, Leduc County, Alberta, Canada",Township Road 474A,New Jersey,,,,Leduc County,Township Road 474A,,,"https://maps.google.com/?q=53.077328,-114.141242",53.077328,-114.141242
North America,Canada,"Kakabeka Spring, Kakabeka Falls, ON, P0T 1W0, Canada",Public Drinking Spring,"Highway 11 & 17, Conmee Township, Thunder Bay District, Northwestern Ontario, Ontario, P0T 1W0, Canada",Highway 11 & 17,New South Wales,Northwestern Ontario,Conmee Township,P0T 1W0,Thunder Bay District,Highway 11 & 17,,,"https://maps.google.com/?q=48.409586,-89.636065",48.409586,-89.636065
North America,Canada,"Stanley Spring, Oliver Paipoonge, ON, P0T 1W0, Canada",Public Drinking Spring,"820, Harstone Road, Oliver Paipoonge, Thunder Bay District, Northwestern Ontario, Ontario, P0T 1W0, Canada",Harstone Road,New South Wales,Northwestern Ontario,Oliver Paipoonge,P0T 1W0,Thunder Bay District,Harstone Road,,,"https://maps.google.com/?q=48.368638,-89.569825",48.368638,-89.569825
North America,Canada,"Arran Springs, Tara, ON N0H2N0 (Paid Spring)",Private Drinking Spring,"557, Bruce Road 17, Arran–Elderslie, Bruce County, Southwestern Ontario, Ontario, Canada",Bruce Road 17,New York,Southwestern Ontario,Arran–Elderslie,,Bruce County,Bruce Road 17,,,"https://maps.google.com/?q=44.454798,-81.20435",44.454798,-81.20435
North America,Canada,Bastien Creek Spring,Public Drinking Spring,"4169, Highway 17, Head, Clara and Maria, Papineau-Cameron Township, Nipissing District, Northeastern Ontario, Ontario, Canada",Highway 17,New York,Northeastern Ontario,Papineau-Cameron Township,,Nipissing District,Highway 17,,,"https://maps.google.com/?q=46.306536,-78.629565",46.306536,-78.629565
North America,Canada,"Big Hill Springs, Calgary, Alberta T2K1H6",Public Drinking Spring,"Big Hill Springs Provincial Park, Big Hill Springs Trail, Rocky View County, Alberta, Canada",Big Hill Springs Trail,New York,,,,Rocky View County,Big Hill Springs Trail,,,"https://maps.google.com/?q=51.2517,-114.3877",51.2517,-114.3877
North America,Canada,"Cherryville Spring, Cherryville, BC, V0E2G2",Public Drinking Spring,"Vernon-Slocan Highway, Area E (Cherryville/East Creighton), Regional District of North Okanagan, British Columbia, V0E 2G3, Canada",Vernon-Slocan Highway,New York,,Area E (Cherryville/East Creighton),V0E 2G3,Regional District of North Okanagan,Vernon-Slocan Highway,,,"https://maps.google.com/?q=50.184169,-118.544347",50.184169,-118.544347
North America,Canada,"Fernie Spring, Fernie, BC, V0B 1M0",Public Drinking Spring,"Crowsnest Highway, Area A (Upper Flathead/Elk Valley), Regional District of East Kootenay, British Columbia, V0B 1M7, Canada",Crowsnest Highway,New York,,Area A (Upper Flathead/Elk Valley),V0B 1M7,Regional District of East Kootenay,Crowsnest Highway,,,"https://maps.google.com/?q=49.361991,-115.013702",49.361991,-115.013702
North America,Canada,"Greenhill Spring, Greenhill, Nova Scotia, B0K2A0",Public Drinking Spring,"Norton Parish, Kings County, New Brunswick / Nouveau-Brunswick, Canada",,New York,,,,Norton Parish,,,,"https://maps.google.com/?q=45.586537,-65.797272",45.586537,-65.797272
North America,Canada,"Nose Hill Spring, Calgary, Alberta T2K1H6",Public Drinking Spring,"Dr. J.K. Mulloy School, 7440, 10 Street NW, Beddington Heights, Calgary, Alberta, T2K 1H4, Canada",10 Street NW,New York,,Calgary,T2K 1H4,,10 Street NW,,,"https://maps.google.com/?q=51.12,-114.078611",51.12,-114.078611
North America,Canada,Petawawa River Spring,Public Drinking Spring,"Summit Trail, Petawawa, Renfrew County, Eastern Ontario, Ontario, K8H 2E6, Canada",Summit Trail,New York,Eastern Ontario,,K8H 2E6,Renfrew County,Summit Trail,,,"https://maps.google.com/?q=45.902963,-77.272749",45.902963,-77.272749
North America,Canada,"Piddlin' Tree, Rosswood, BC, V8G 4R6",Public Drinking Spring,"Kalum Lake Road, Rosswood, Area C (Butedale/Kitlope/Kitsumkalum), Regional District of Kitimat-Stikine, British Columbia, V8G 0G8, Canada",Kalum Lake Road,New York,,Area C (Butedale/Kitlope/Kitsumkalum),V8G 0G8,Regional District of Kitimat-Stikine,Kalum Lake Road,,,"https://maps.google.com/?q=54.828187,-128.781835",54.828187,-128.781835
North America,Canada,"Sulfer Spring, Hanover, Ontario, Canada (Paid Use)",Public Drinking Spring,"261179, Grey Road 28, West Grey, Grey County, Southwestern Ontario, Ontario, N4N 3B8, Canada",Grey Road 28,New York,Southwestern Ontario,West Grey,N4N 3B8,Grey County,Grey Road 28,,,"https://maps.google.com/?q=44.11557,-81.00065",44.11557,-81.00065
North America,Canada,"Watson Spring, Charlie Lake, BC",Public Drinking Spring,"Watson Road, Area B (Finlay Valley/Beatton Valley), Peace River Regional District, British Columbia, Canada",Watson Road,New York,,Area B (Finlay Valley/Beatton Valley),,Peace River Regional District,Watson Road,,,"https://maps.google.com/?q=56.259269,-121.27357",56.259269,-121.27357
North America,Canada,"BRILLIANT SPRINGS, KELOWNA  BC VIW 4M7 (Costs $)",Public Drinking Spring,"3786, Casorso Road, Pandosy, Kelowna, Regional District of Central Okanagan, British Columbia, V1W 4M7, Canada",Casorso Road,Newfoundland and Labrador,,Kelowna,V1W 4M7,Regional District of Central Okanagan,Casorso Road,Pandosy,,"https://maps.google.com/?q=49.848668,-119.470407",49.848668,-119.470407
North America,Canada,"Beaslys Spring - Canmore, Camrose, Alberta, Canada",Public Drinking Spring,"Driedmeat Lake Road, Camrose, Camrose County, Alberta, T4V 2Y9, Canada",Driedmeat Lake Road,North Carolina,,Camrose,T4V 2Y9,Camrose County,Driedmeat Lake Road,,,"https://maps.google.com/?q=52.898243,-112.761442",52.898243,-112.761442
North America,Canada,"Source Saint-Lazare, Quebec, Canada J7T 2Z6",Public Drinking Spring,"2342, Chemin Lotbinière, Saint-Lazare, Vaudreuil-Soulanges, Montérégie, Québec, J7T 1K9, Canada",Chemin Lotbinière,North Carolina,,,J7T 1K9,Vaudreuil-Soulanges,Chemin Lotbinière,,,"https://maps.google.com/?q=45.379821,-74.160423",45.379821,-74.160423
North America,Canada,"Carley Spring, Salt Spring Island",Private Drinking Spring,"North End Road, Salt Spring Island Electoral Area, Capital Regional District, British Columbia, V8K 1N3, Canada",North End Road,Northern Ireland,,Salt Spring Island Electoral Area,V8K 1N3,Capital Regional District,North End Road,,,"https://maps.google.com/?q=48.907068,-123.544927",48.907068,-123.544927
North America,Canada,"Source d'eau Quebco, Val-d'Or, Quebec, G7X 3P1",Public Drinking Spring,"Val-d'Or, La Vallée-de-l'Or, Abitibi-Témiscamingue, Québec, J9P 5G3, Canada",,Nova Scotia,,Val-d'Or,J9P 5G3,La Vallée-de-l'Or,,,,"https://maps.google.com/?q=48.118146,-77.789404",48.118146,-77.789404
North America,Canada,"Source St-Frédéric, 200 1er Rang, Tring-Jonction, QC G0N 1P0",Public Drinking Spring,"1206, 2e Rang, Saint-Frédéric, Beauce-Centre, Chaudière-Appalaches, Québec, G0N 1V0, Canada",2e Rang,Occitanie,,,G0N 1V0,Beauce-Centre,2e Rang,Saint-Frédéric,,"https://maps.google.com/?q=46.282021,-71.014166",46.282021,-71.014166
North America,Canada,"Saint-Léon Spring Mont-Mégantic Bliss, Val-Racine",Public Drinking Spring,"Chemin de Franceville, Val-Racine, Le Granit, Estrie, Québec, Canada",Chemin de Franceville,Ohio,,,,Le Granit,Chemin de Franceville,Val-Racine,,"https://maps.google.com/?q=45.484837,-71.099635",45.484837,-71.099635
North America,Canada,"Annandale Farm Spring,Middleton, Nova Scotia   B0S 1P0",Private Drinking Spring,"Brooklyn Road, Brooklyn, Municipality of the County of Annapolis, Annapolis County, Nova Scotia, B0S 1P0, Canada",Brooklyn Road,Ontario,,,B0S 1P0,Municipality of the County of Annapolis,Brooklyn Road,Brooklyn,,"https://maps.google.com/?q=44.942485,-65.141089",44.942485,-65.141089
North America,Canada,"Mildmay Artesian Well,Mildmay, Ontario, Canada",Public Drinking Spring,"Camrose City Hall, 50 Avenue, Downtown, Camrose, Alberta, T4V 1R3, Canada",50 Avenue,Ontario,,Camrose,T4V 1R3,,50 Avenue,,,"https://maps.google.com/?q=53.022205,-112.828598",53.022205,-112.828598
North America,Canada,"Renous St Bridget's Church, Bridget’s Crescent Renous, NB E9E 2G1 CA",Public Drinking Spring,"St. Bridgets Crescent, Renous, Blackville Parish, Northumberland County, New Brunswick / Nouveau-Brunswick, E9E 2M2, Canada",St. Bridgets Crescent,Ontario,,,E9E 2M2,Blackville Parish,St. Bridgets Crescent,Renous,,"https://maps.google.com/?q=46.814991,-65.796258",46.814991,-65.796258
North America,Canada,"St-Jerome, Saint-Jérôme, QC ‎",Public Drinking Spring,"1026, Boulevard Lajeunesse Ouest, Saint-Jérôme, La Rivière-du-Nord, Laurentides, Québec, J5L 2P7, Canada",Boulevard Lajeunesse Ouest,Ontario,,Saint-Jérôme,J5L 2P7,La Rivière-du-Nord,Boulevard Lajeunesse Ouest,,,"https://maps.google.com/?q=45.784956,-74.045142",45.784956,-74.045142
North America,Canada,"Fritz Hill Spring, Stettler, Ab, T0C 2L0",Public Drinking Spring,"Fenn, County of Stettler, Alberta, Canada",,Oregon,,,,County of Stettler,,Fenn,,"https://maps.google.com/?q=52.150962,-112.727966",52.150962,-112.727966
North America,Canada,"St.John's Spring, Newfoundland, Canada",Public Drinking Spring,"Beaver Pond Road, Shea Heights, St. John's, Newfoundland, Newfoundland and Labrador, A1E 6E3, Canada",Beaver Pond Road,Oregon,Newfoundland,St. John's,A1E 6E3,,Beaver Pond Road,,,"https://maps.google.com/?q=47.532038,-52.715149",47.532038,-52.715149
North America,Canada,"Thomasburg Spring,Thomasburg, ON K0K 3H0",Public Drinking Spring,"172, Clare Street, Thomasburg, Tweed, Hastings County, Central Ontario, Ontario, K0K 3H0, Canada",Clare Street,Oregon,Central Ontario,,K0K 3H0,Hastings County,Clare Street,,,"https://maps.google.com/?q=44.39276,-77.347538",44.39276,-77.347538
North America,Canada,"Beesley's Spring,Camrose, Alberta, Canada",Public Drinking Spring,"Camrose City Hall, 50 Avenue, Downtown, Camrose, Alberta, T4V 1R3, Canada",50 Avenue,Pennsylvania,,Camrose,T4V 1R3,,50 Avenue,,,"https://maps.google.com/?q=53.022205,-112.828598",53.022205,-112.828598
North America,Canada,"Blanche Brook Spring, Newfoundland",Public Drinking Spring,"Hansen Highway, Stephenville, Newfoundland, Newfoundland and Labrador, A2N 2Y9, Canada",Hansen Highway,Pennsylvania,Newfoundland,,A2N 2Y9,,Hansen Highway,,,"https://maps.google.com/?q=48.562506,-58.581945",48.562506,-58.581945
North America,Canada,"Burks Rd, Ontario, Canada",Public Drinking Spring,"Bourkes, Bourkes Road, Unorganized South East Cochrane, Cochrane District, Northeastern Ontario, Ontario, Canada",Bourkes Road,Pennsylvania,Northeastern Ontario,Unorganized South East Cochrane,,Cochrane District,Bourkes Road,,,"https://maps.google.com/?q=48.29018,-80.232983",48.29018,-80.232983
